date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2009-10-01,0.6,1.41,30,"1979-10-01 2008-10-01",89.61,4.31,30,"1979-10-01 2008-10-01",7.91,2.34,30,"1979-10-01 2008-10-01",20.55,1.8,30,"1979-10-01 2008-10-01",-5,1.56,30,"1979-10-01 2008-10-01",54.87,6.61,30,"1979-10-01 2008-10-01",-2.32,1.64,30,"1979-10-01 2008-10-01",1.74,0.79,30,"1979-10-01 2008-10-01",26.59,18.06,30,"1979-10-01 2008-10-01",,,,,,,,,0.9,1.09,26,"1979-10-01 2008-10-01",,,,
2009-09-01,7.05,1.55,30,"1979-09-01 2008-09-01",91.78,4.87,30,"1979-09-01 2008-09-01",15.84,2.16,30,"1979-09-01 2008-09-01",20.81,1.42,30,"1979-09-01 2008-09-01",1.13,1.51,30,"1979-09-01 2008-09-01",49.16,6.07,30,"1979-09-01 2008-09-01",3.48,1.15,30,"1979-09-01 2008-09-01",1.52,0.76,30,"1979-09-01 2008-09-01",39.72,26.83,30,"1979-09-01 2008-09-01",,,,,,,,,0,0.11,27,"1979-09-01 2007-09-01",,,,
2009-08-01,12.3,1.5,30,"1979-08-01 2008-08-01",92.08,4.34,30,"1979-08-01 2008-08-01",22.28,2.3,30,"1979-08-01 2008-08-01",20.08,1.99,30,"1979-08-01 2008-08-01",6.52,1.45,30,"1979-08-01 2008-08-01",46.13,5.27,30,"1979-08-01 2008-08-01",8.76,1.5,30,"1979-08-01 2008-08-01",1.05,0.57,30,"1979-08-01 2008-08-01",64.34,40.25,30,"1979-08-01 2008-08-01",,,,,,,,,0,0,29,"1979-08-01 2007-08-01",,,,
2009-07-01,13.36,1.3,30,"1979-07-01 2008-07-01",90.07,4.07,30,"1979-07-01 2008-07-01",23.96,1.5,30,"1979-07-01 2008-07-01",20.51,1.38,30,"1979-07-01 2008-07-01",7.67,1.24,30,"1979-07-01 2008-07-01",43.84,4.95,30,"1979-07-01 2008-07-01",10.68,0.9,30,"1979-07-01 2008-07-01",1.1,0.6,30,"1979-07-01 2008-07-01",79.26,32.34,30,"1979-07-01 2008-07-01",,,,,,,,,0,0,28,"1979-07-01 2007-07-01",,,,
2009-06-01,9.99,1.34,30,"1979-06-01 2008-06-01",86.8,5.66,30,"1979-06-01 2008-06-01",21.68,1.33,30,"1979-06-01 2008-06-01",21.23,2.27,30,"1979-06-01 2008-06-01",3.63,1.62,30,"1979-06-01 2008-06-01",39.39,5.36,30,"1979-06-01 2008-06-01",7.94,1.09,30,"1979-06-01 2008-06-01",1.46,0.67,30,"1979-06-01 2008-06-01",69.17,37.45,30,"1979-06-01 2008-06-01",,,,,,,,,0,0,29,"1979-06-01 2007-06-01",,,,
2009-05-01,3.83,1.7,30,"1979-05-01 2008-05-01",82.01,6.25,30,"1979-05-01 2008-05-01",17,2.01,30,"1979-05-01 2008-05-01",22.58,1.46,30,"1979-05-01 2008-05-01",-2.72,1.81,30,"1979-05-01 2008-05-01",33.83,4.69,30,"1979-05-01 2008-05-01",3.02,1.43,30,"1979-05-01 2008-05-01",1.92,0.61,30,"1979-05-01 2008-05-01",35.6,20.68,30,"1979-05-01 2008-05-01",,,,,,,,,0.1,0.35,27,"1979-05-01 2007-05-01",,,,
2009-04-01,-2.19,1.8,30,"1979-04-01 2008-04-01",80.18,5.43,30,"1979-04-01 2008-04-01",10.06,3.19,30,"1979-04-01 2008-04-01",22.62,1.9,30,"1979-04-01 2008-04-01",-8.85,2.02,30,"1979-04-01 2008-04-01",35.77,5.52,30,"1979-04-01 2008-04-01",-3.28,2.41,30,"1979-04-01 2008-04-01",2.21,1,30,"1979-04-01 2008-04-01",20.68,11.72,30,"1979-04-01 2008-04-01",,,,,,,,,6.2,8.19,27,"1979-04-01 2008-04-01",,,,
2009-03-01,-8.08,2.74,30,"1979-03-01 2008-03-01",82.26,6.04,30,"1979-03-01 2008-03-01",0.91,3.34,30,"1979-03-01 2008-03-01",20.78,1.76,30,"1979-03-01 2008-03-01",-16.91,3.82,30,"1979-03-01 2008-03-01",45.58,5.18,30,"1979-03-01 2008-03-01",-12.95,3.99,30,"1979-03-01 2008-03-01",1.74,0.6,30,"1979-03-01 2008-03-01",19.42,10.41,30,"1979-03-01 2008-03-01",,,,,,,,,23.7,13.75,28,"1979-03-01 2008-03-01",,,,
2009-02-01,-13.28,4.7,30,"1979-02-01 2008-02-01",82.77,6.83,30,"1979-02-01 2008-02-01",-7.12,4.9,30,"1979-02-01 2008-02-01",19.08,1.74,30,"1979-02-01 2008-02-01",-23.03,5.4,30,"1979-02-01 2008-02-01",57.62,6.66,30,"1979-02-01 2008-02-01",-19.67,5.06,30,"1979-02-01 2008-02-01",1.38,0.67,30,"1979-02-01 2008-02-01",14.78,8.77,30,"1979-02-01 2008-02-01",,,,,,,,,29.5,13.1,29,"1979-02-01 2008-02-01",,,,
2009-01-01,-16.06,5.26,30,"1979-01-01 2008-01-01",83.07,6.49,30,"1979-01-01 2008-01-01",-11.71,5,30,"1979-01-01 2008-01-01",18.15,2.29,30,"1979-01-01 2008-01-01",-25.25,5.35,30,"1979-01-01 2008-01-01",65.7,5.31,30,"1979-01-01 2008-01-01",-22.15,4.81,30,"1979-01-01 2008-01-01",1.23,0.7,30,"1979-01-01 2008-01-01",19.32,8.54,30,"1979-01-01 2008-01-01",,,,,,,,,25.8,11.64,29,"1979-01-01 2008-01-01",,,,
2008-12-01,-13.92,4.85,30,"1978-12-01 2007-12-01",85.14,6.37,30,"1978-12-01 2007-12-01",-10.06,4.56,30,"1978-12-01 2007-12-01",17.95,1.8,30,"1978-12-01 2007-12-01",-22.73,5.23,30,"1978-12-01 2007-12-01",68.58,6.89,30,"1978-12-01 2007-12-01",-19.92,4.61,30,"1978-12-01 2007-12-01",1.29,0.69,30,"1978-12-01 2007-12-01",19.24,9.68,30,"1978-12-01 2007-12-01",,,,,,,,,18.3,7.93,27,"1978-12-01 2007-12-01",,,,
2008-11-01,-7.75,4.09,30,"1978-11-01 2007-11-01",88.8,5.23,30,"1978-11-01 2007-11-01",-3.67,3.89,30,"1978-11-01 2007-11-01",18.44,1.8,30,"1978-11-01 2007-11-01",-14.78,4.85,30,"1978-11-01 2007-11-01",68.43,4.99,30,"1978-11-01 2007-11-01",-12.38,4.27,30,"1978-11-01 2007-11-01",1.53,0.73,30,"1978-11-01 2007-11-01",22.13,9.93,30,"1978-11-01 2007-11-01",,,,,,,,,8.3,5.87,26,"1978-11-01 2007-11-01",,,,
2008-10-01,0.63,1.47,30,"1978-10-01 2007-10-01",89.67,4.31,30,"1978-10-01 2007-10-01",7.91,2.35,30,"1978-10-01 2007-10-01",20.52,1.76,30,"1978-10-01 2007-10-01",-4.98,1.58,30,"1978-10-01 2007-10-01",54.93,6.56,30,"1978-10-01 2007-10-01",-2.31,1.66,30,"1978-10-01 2007-10-01",1.71,0.77,30,"1978-10-01 2007-10-01",26.35,17.96,30,"1978-10-01 2007-10-01",,,,,,,,,0.8,1.1,26,"1978-10-01 2006-10-01",,,,
2008-09-01,7.07,1.56,30,"1978-09-01 2007-09-01",91.81,4.89,30,"1978-09-01 2007-09-01",15.77,2.2,30,"1978-09-01 2007-09-01",20.69,1.44,30,"1978-09-01 2007-09-01",1.2,1.57,30,"1978-09-01 2007-09-01",49.61,6.64,30,"1978-09-01 2007-09-01",3.54,1.17,30,"1978-09-01 2007-09-01",1.5,0.75,30,"1978-09-01 2007-09-01",42.38,29.5,30,"1978-09-01 2007-09-01",,,,,,,,,0,0.11,28,"1978-09-01 2007-09-01",,,,
2008-08-01,12.23,1.5,30,"1978-08-01 2007-08-01",92.04,4.32,30,"1978-08-01 2007-08-01",22.18,2.35,30,"1978-08-01 2007-08-01",19.99,1.94,30,"1978-08-01 2007-08-01",6.4,1.41,30,"1978-08-01 2007-08-01",46.03,5.19,30,"1978-08-01 2007-08-01",8.66,1.5,30,"1978-08-01 2007-08-01",1.03,0.54,30,"1978-08-01 2007-08-01",62.6,37.33,30,"1978-08-01 2007-08-01",,,,,,,,,0,0,30,"1978-08-01 2007-08-01",,,,
2008-07-01,13.29,1.37,30,"1978-07-01 2007-07-01",89.94,4.02,30,"1978-07-01 2007-07-01",23.91,1.54,30,"1978-07-01 2007-07-01",20.58,1.45,30,"1978-07-01 2007-07-01",7.56,1.37,30,"1978-07-01 2007-07-01",43.63,5.04,30,"1978-07-01 2007-07-01",10.62,0.99,30,"1978-07-01 2007-07-01",1.07,0.61,30,"1978-07-01 2007-07-01",78.61,32.95,30,"1978-07-01 2007-07-01",,,,,,,,,0,0,29,"1978-07-01 2007-07-01",,,,
2008-06-01,9.99,1.34,30,"1978-06-01 2007-06-01",86.89,5.7,30,"1978-06-01 2007-06-01",21.64,1.31,30,"1978-06-01 2007-06-01",21.26,2.28,30,"1978-06-01 2007-06-01",3.66,1.6,30,"1978-06-01 2007-06-01",39.61,5.16,30,"1978-06-01 2007-06-01",7.93,1.09,30,"1978-06-01 2007-06-01",1.49,0.65,30,"1978-06-01 2007-06-01",69.23,37.4,30,"1978-06-01 2007-06-01",,,,,,,,,0,0,30,"1978-06-01 2007-06-01",,,,
2008-05-01,3.97,1.67,30,"1978-05-01 2007-05-01",82.48,6.23,30,"1978-05-01 2007-05-01",16.96,2.01,30,"1978-05-01 2007-05-01",22.47,1.43,30,"1978-05-01 2007-05-01",-2.6,1.75,30,"1978-05-01 2007-05-01",34.25,4.38,30,"1978-05-01 2007-05-01",3.05,1.42,30,"1978-05-01 2007-05-01",1.89,0.6,30,"1978-05-01 2007-05-01",36.52,20.03,30,"1978-05-01 2007-05-01",,,,,,,,,0.1,0.35,28,"1978-05-01 2007-05-01",,,,
2008-04-01,-2.01,1.7,30,"1978-04-01 2007-04-01",80.57,5.62,30,"1978-04-01 2007-04-01",10.17,3.08,30,"1978-04-01 2007-04-01",22.48,1.86,30,"1978-04-01 2007-04-01",-8.67,1.9,30,"1978-04-01 2007-04-01",36.03,5.75,30,"1978-04-01 2007-04-01",-3.15,2.3,30,"1978-04-01 2007-04-01",2.16,0.92,30,"1978-04-01 2007-04-01",20.82,11.7,30,"1978-04-01 2007-04-01",,,,,,,,,5.2,6.73,27,"1978-04-01 2007-04-01",,,,
2008-03-01,-8.01,2.75,30,"1978-03-01 2007-03-01",82.27,6.05,30,"1978-03-01 2007-03-01",0.92,3.34,30,"1978-03-01 2007-03-01",20.68,1.84,30,"1978-03-01 2007-03-01",-16.85,3.79,30,"1978-03-01 2007-03-01",45.68,5.23,30,"1978-03-01 2007-03-01",-12.85,3.94,30,"1978-03-01 2007-03-01",1.73,0.61,30,"1978-03-01 2007-03-01",19.29,10.5,30,"1978-03-01 2007-03-01",,,,,,,,,22.8,13.04,28,"1978-03-01 2006-03-01",,,,
2008-02-01,-13.15,4.7,30,"1978-02-01 2007-02-01",82.9,6.9,30,"1978-02-01 2007-02-01",-6.99,4.86,30,"1978-02-01 2007-02-01",19.06,1.75,30,"1978-02-01 2007-02-01",-22.89,5.35,30,"1978-02-01 2007-02-01",57.55,6.62,30,"1978-02-01 2007-02-01",-19.52,4.99,30,"1978-02-01 2007-02-01",1.45,0.75,30,"1978-02-01 2007-02-01",14.85,8.74,30,"1978-02-01 2007-02-01",,,,,,,,,28.9,12.97,29,"1978-02-01 2007-02-01",,,,
2008-01-01,-16.22,5.29,30,"1978-01-01 2007-01-01",83.22,6.6,30,"1978-01-01 2007-01-01",-11.9,5.08,30,"1978-01-01 2007-01-01",18.01,2.38,30,"1978-01-01 2007-01-01",-25.38,5.37,30,"1978-01-01 2007-01-01",65.7,5.32,30,"1978-01-01 2007-01-01",-22.29,4.87,30,"1978-01-01 2007-01-01",1.24,0.7,30,"1978-01-01 2007-01-01",19.31,8.56,30,"1978-01-01 2007-01-01",,,,,,,,,25.6,11.53,29,"1978-01-01 2007-01-01",,,,
2007-12-01,-14.07,4.94,30,"1977-12-01 2006-12-01",85.25,6.44,30,"1977-12-01 2006-12-01",-10.23,4.74,30,"1977-12-01 2006-12-01",17.9,1.86,30,"1977-12-01 2006-12-01",-22.88,5.28,30,"1977-12-01 2006-12-01",68.52,6.82,30,"1977-12-01 2006-12-01",-20.12,4.74,30,"1977-12-01 2006-12-01",1.29,0.68,30,"1977-12-01 2006-12-01",19.74,9.55,30,"1977-12-01 2006-12-01",,,,,,,,,18,7.74,27,"1977-12-01 2006-12-01",,,,
2007-11-01,-7.81,4.09,30,"1977-11-01 2006-11-01",88.81,5.23,30,"1977-11-01 2006-11-01",-3.72,3.91,30,"1977-11-01 2006-11-01",18.36,1.78,30,"1977-11-01 2006-11-01",-14.84,4.84,30,"1977-11-01 2006-11-01",68.39,4.97,30,"1977-11-01 2006-11-01",-12.45,4.27,30,"1977-11-01 2006-11-01",1.52,0.7,30,"1977-11-01 2006-11-01",21.78,9.73,30,"1977-11-01 2006-11-01",,,,,,,,,8.2,5.91,26,"1977-11-01 2006-11-01",,,,
2007-10-01,0.65,1.47,30,"1977-10-01 2006-10-01",89.62,4.34,30,"1977-10-01 2006-10-01",7.9,2.34,30,"1977-10-01 2006-10-01",20.6,1.81,30,"1977-10-01 2006-10-01",-4.96,1.58,30,"1977-10-01 2006-10-01",55.14,6.27,30,"1977-10-01 2006-10-01",-2.28,1.67,30,"1977-10-01 2006-10-01",1.7,0.76,30,"1977-10-01 2006-10-01",26.98,17.57,30,"1977-10-01 2006-10-01",,,,,,,,,0.8,1.09,27,"1977-10-01 2006-10-01",,,,
2007-09-01,7.1,1.55,30,"1977-09-01 2006-09-01",91.84,4.9,30,"1977-09-01 2006-09-01",15.82,2.18,30,"1977-09-01 2006-09-01",20.58,1.58,30,"1977-09-01 2006-09-01",1.28,1.59,30,"1977-09-01 2006-09-01",49.58,6.64,30,"1977-09-01 2006-09-01",3.63,1.15,30,"1977-09-01 2006-09-01",1.5,0.75,30,"1977-09-01 2006-09-01",42.27,29.61,30,"1977-09-01 2006-09-01",,,,,,,,,0,0.11,28,"1977-09-01 2006-09-01",,,,
2007-08-01,12.18,1.58,30,"1977-08-01 2006-08-01",92.07,4.34,30,"1977-08-01 2006-08-01",22.14,2.42,30,"1977-08-01 2006-08-01",20.08,1.91,30,"1977-08-01 2006-08-01",6.34,1.52,30,"1977-08-01 2006-08-01",45.94,5.2,30,"1977-08-01 2006-08-01",8.61,1.61,30,"1977-08-01 2006-08-01",1.04,0.54,30,"1977-08-01 2006-08-01",62.19,37.3,30,"1977-08-01 2006-08-01",,,,,,,,,0,0,30,"1977-08-01 2006-08-01",,,,
2007-07-01,13.2,1.38,30,"1977-07-01 2006-07-01",90.14,4.07,30,"1977-07-01 2006-07-01",23.68,1.45,30,"1977-07-01 2006-07-01",20.38,1.44,30,"1977-07-01 2006-07-01",7.51,1.4,30,"1977-07-01 2006-07-01",44,4.6,30,"1977-07-01 2006-07-01",10.5,1.01,30,"1977-07-01 2006-07-01",1.05,0.59,30,"1977-07-01 2006-07-01",80.05,31.97,30,"1977-07-01 2006-07-01",,,,,,,,,0,0,29,"1977-07-01 2006-07-01",,,,
2007-06-01,10.06,1.3,30,"1977-06-01 2006-06-01",87,5.7,30,"1977-06-01 2006-06-01",21.68,1.3,30,"1977-06-01 2006-06-01",21.24,2.28,30,"1977-06-01 2006-06-01",3.75,1.52,30,"1977-06-01 2006-06-01",39.65,5.13,30,"1977-06-01 2006-06-01",7.96,1.08,30,"1977-06-01 2006-06-01",1.47,0.65,30,"1977-06-01 2006-06-01",69.36,37.29,30,"1977-06-01 2006-06-01",,,,,,,,,0,0,30,"1977-06-01 2006-06-01",,,,
2007-05-01,4.07,1.76,30,"1977-05-01 2006-05-01",82.57,6.27,30,"1977-05-01 2006-05-01",17.03,2.06,30,"1977-05-01 2006-05-01",22.46,1.41,30,"1977-05-01 2006-05-01",-2.52,1.8,30,"1977-05-01 2006-05-01",34.28,4.36,30,"1977-05-01 2006-05-01",3.14,1.48,30,"1977-05-01 2006-05-01",1.85,0.58,30,"1977-05-01 2006-05-01",38.55,20.51,30,"1977-05-01 2006-05-01",,,,,,,,,0.1,0.35,28,"1977-05-01 2006-05-01",,,,
2007-04-01,-1.91,1.7,30,"1977-04-01 2006-04-01",80.76,5.65,30,"1977-04-01 2006-04-01",10.32,3.12,30,"1977-04-01 2006-04-01",22.38,1.79,30,"1977-04-01 2006-04-01",-8.63,1.89,30,"1977-04-01 2006-04-01",35.84,5.9,30,"1977-04-01 2006-04-01",-3.1,2.31,30,"1977-04-01 2006-04-01",2.08,0.88,30,"1977-04-01 2006-04-01",21.13,11.82,30,"1977-04-01 2006-04-01",,,,,,,,,4.6,6.17,27,"1977-04-01 2006-04-01",,,,
2007-03-01,-7.92,2.78,30,"1977-03-01 2006-03-01",82.47,6.18,30,"1977-03-01 2006-03-01",1.01,3.31,30,"1977-03-01 2006-03-01",20.61,1.86,30,"1977-03-01 2006-03-01",-16.75,3.81,30,"1977-03-01 2006-03-01",45.66,5.22,30,"1977-03-01 2006-03-01",-12.77,3.94,30,"1977-03-01 2006-03-01",1.7,0.6,30,"1977-03-01 2006-03-01",19.23,10.45,30,"1977-03-01 2006-03-01",,,,,,,,,22.6,12.86,29,"1977-03-01 2006-03-01",,,,
2007-02-01,-12.67,4.93,30,"1977-02-01 2006-02-01",83.27,7.07,30,"1977-02-01 2006-02-01",-6.47,5.12,30,"1977-02-01 2006-02-01",19.1,1.72,30,"1977-02-01 2006-02-01",-22.36,5.62,30,"1977-02-01 2006-02-01",57.4,6.63,30,"1977-02-01 2006-02-01",-19.04,5.17,30,"1977-02-01 2006-02-01",1.4,0.76,30,"1977-02-01 2006-02-01",14.82,8.76,30,"1977-02-01 2006-02-01",,,,,,,,,27.8,12.82,29,"1977-02-01 2006-02-01",,,,
2007-01-01,-16.45,5.18,30,"1977-01-01 2006-01-01",83.22,6.59,30,"1977-01-01 2006-01-01",-12.13,4.98,30,"1977-01-01 2006-01-01",17.89,2.3,30,"1977-01-01 2006-01-01",-25.53,5.35,30,"1977-01-01 2006-01-01",65.49,5.38,30,"1977-01-01 2006-01-01",-22.43,4.86,30,"1977-01-01 2006-01-01",1.24,0.69,30,"1977-01-01 2006-01-01",18.53,8.67,30,"1977-01-01 2006-01-01",,,,,,,,,24.8,11.29,29,"1977-01-01 2006-01-01",,,,
2006-12-01,-14.29,4.84,30,"1976-12-01 2005-12-01",85.31,6.46,30,"1976-12-01 2005-12-01",-10.52,4.59,30,"1976-12-01 2005-12-01",17.85,1.83,30,"1976-12-01 2005-12-01",-23.09,5.21,30,"1976-12-01 2005-12-01",68.66,6.74,30,"1976-12-01 2005-12-01",-20.32,4.66,30,"1976-12-01 2005-12-01",1.28,0.68,30,"1976-12-01 2005-12-01",20.06,9.28,30,"1976-12-01 2005-12-01",,,,,,,,,17.2,7.71,27,"1976-12-01 2005-12-01",,,,
2006-11-01,-7.54,3.96,30,"1976-11-01 2005-11-01",88.88,5.2,30,"1976-11-01 2005-11-01",-3.38,3.79,30,"1976-11-01 2005-11-01",18.46,1.93,30,"1976-11-01 2005-11-01",-14.59,4.69,30,"1976-11-01 2005-11-01",67.94,5.5,30,"1976-11-01 2005-11-01",-12.15,4.1,30,"1976-11-01 2005-11-01",1.51,0.68,30,"1976-11-01 2005-11-01",21.02,9.86,30,"1976-11-01 2005-11-01",,,,,,,,,7.6,5.98,26,"1976-11-01 2005-11-01",,,,
2006-10-01,0.7,1.4,30,"1976-10-01 2005-10-01",89.79,4.16,30,"1976-10-01 2005-10-01",7.92,2.33,30,"1976-10-01 2005-10-01",20.76,1.82,30,"1976-10-01 2005-10-01",-4.93,1.55,30,"1976-10-01 2005-10-01",55.3,6.14,30,"1976-10-01 2005-10-01",-2.28,1.66,30,"1976-10-01 2005-10-01",1.68,0.74,30,"1976-10-01 2005-10-01",28.11,17.68,30,"1976-10-01 2005-10-01",,,,,,,,,0.9,1.08,27,"1976-10-01 2005-10-01",,,,
2006-09-01,7.1,1.55,30,"1976-09-01 2005-09-01",91.79,4.91,30,"1976-09-01 2005-09-01",15.85,2.22,30,"1976-09-01 2005-09-01",20.59,1.58,30,"1976-09-01 2005-09-01",1.28,1.59,30,"1976-09-01 2005-09-01",49.45,6.79,30,"1976-09-01 2005-09-01",3.67,1.18,30,"1976-09-01 2005-09-01",1.5,0.75,30,"1976-09-01 2005-09-01",42.43,29.54,30,"1976-09-01 2005-09-01",,,,,,,,,0,0.11,28,"1976-09-01 2005-09-01",,,,
2006-08-01,12.26,1.62,30,"1976-08-01 2005-08-01",92.14,4.37,30,"1976-08-01 2005-08-01",22.14,2.42,30,"1976-08-01 2005-08-01",19.97,1.95,30,"1976-08-01 2005-08-01",6.4,1.57,30,"1976-08-01 2005-08-01",46.27,5.28,30,"1976-08-01 2005-08-01",8.67,1.64,30,"1976-08-01 2005-08-01",1.03,0.55,30,"1976-08-01 2005-08-01",66.73,41.99,30,"1976-08-01 2005-08-01",,,,,,,,,0,0,30,"1976-08-01 2005-08-01",,,,
2006-07-01,13.2,1.38,30,"1976-07-01 2005-07-01",90.13,4.07,30,"1976-07-01 2005-07-01",23.64,1.46,30,"1976-07-01 2005-07-01",20.39,1.44,30,"1976-07-01 2005-07-01",7.47,1.39,30,"1976-07-01 2005-07-01",44.07,4.64,30,"1976-07-01 2005-07-01",10.51,1.01,30,"1976-07-01 2005-07-01",1.05,0.6,30,"1976-07-01 2005-07-01",81.03,32.55,30,"1976-07-01 2005-07-01",,,,,,,,,0,0,29,"1976-07-01 2005-07-01",,,,
2006-06-01,10,1.28,30,"1976-06-01 2005-06-01",87.2,5.67,30,"1976-06-01 2005-06-01",21.57,1.24,30,"1976-06-01 2005-06-01",21.17,2.31,30,"1976-06-01 2005-06-01",3.68,1.49,30,"1976-06-01 2005-06-01",39.73,5.1,30,"1976-06-01 2005-06-01",7.87,1,30,"1976-06-01 2005-06-01",1.4,0.69,30,"1976-06-01 2005-06-01",69.74,37.02,30,"1976-06-01 2005-06-01",,,,,,,,,0,0,30,"1976-06-01 2005-06-01",,,,
2006-05-01,4.05,1.74,30,"1976-05-01 2005-05-01",82.41,6.18,30,"1976-05-01 2005-05-01",17.08,2.09,30,"1976-05-01 2005-05-01",22.57,1.35,30,"1976-05-01 2005-05-01",-2.61,1.75,30,"1976-05-01 2005-05-01",33.95,4.42,30,"1976-05-01 2005-05-01",3.14,1.49,30,"1976-05-01 2005-05-01",1.82,0.6,30,"1976-05-01 2005-05-01",37.78,20.65,30,"1976-05-01 2005-05-01",,,,,,,,,0.1,0.19,28,"1976-05-01 2005-05-01",,,,
2006-04-01,-1.89,1.72,30,"1976-04-01 2005-04-01",80.8,5.65,30,"1976-04-01 2005-04-01",10.27,3.05,30,"1976-04-01 2005-04-01",22.3,1.81,30,"1976-04-01 2005-04-01",-8.6,1.93,30,"1976-04-01 2005-04-01",35.97,5.73,30,"1976-04-01 2005-04-01",-3.06,2.36,30,"1976-04-01 2005-04-01",2.07,0.88,30,"1976-04-01 2005-04-01",20.84,12.05,30,"1976-04-01 2005-04-01",,,,,,,,,4.6,6.2,27,"1976-04-01 2005-04-01",,,,
2006-03-01,-7.96,2.77,30,"1976-03-01 2005-03-01",82.55,6.22,30,"1976-03-01 2005-03-01",0.91,3.33,30,"1976-03-01 2005-03-01",20.52,1.96,30,"1976-03-01 2005-03-01",-16.94,3.76,30,"1976-03-01 2005-03-01",45.66,5.21,30,"1976-03-01 2005-03-01",-12.98,3.93,30,"1976-03-01 2005-03-01",1.6,0.52,30,"1976-03-01 2005-03-01",18.87,10.61,30,"1976-03-01 2005-03-01",,,,,,,,,22.6,12.87,29,"1976-03-01 2005-03-01",,,,
2006-02-01,-12.74,4.92,30,"1976-02-01 2005-02-01",83.25,7.06,30,"1976-02-01 2005-02-01",-6.56,5.13,30,"1976-02-01 2005-02-01",19.07,1.72,30,"1976-02-01 2005-02-01",-22.46,5.62,30,"1976-02-01 2005-02-01",57.33,6.6,30,"1976-02-01 2005-02-01",-19.13,5.19,30,"1976-02-01 2005-02-01",1.36,0.73,30,"1976-02-01 2005-02-01",15.01,9,30,"1976-02-01 2005-02-01",,,,,,,,,28,12.79,29,"1976-02-01 2005-02-01",,,,
2006-01-01,-16.65,4.99,30,"1976-01-01 2005-01-01",83.03,6.41,30,"1976-01-01 2005-01-01",-12.26,4.9,30,"1976-01-01 2005-01-01",17.97,2.3,30,"1976-01-01 2005-01-01",-25.8,5.1,30,"1976-01-01 2005-01-01",65.16,4.93,30,"1976-01-01 2005-01-01",-22.68,4.65,30,"1976-01-01 2005-01-01",1.22,0.7,30,"1976-01-01 2005-01-01",18.46,8.7,30,"1976-01-01 2005-01-01",,,,,,,,,24.9,11.16,29,"1976-01-01 2005-01-01",,,,
2005-12-01,-14.55,4.62,30,"1975-12-01 2004-12-01",85.13,6.31,30,"1975-12-01 2004-12-01",-10.77,4.42,30,"1975-12-01 2004-12-01",17.91,1.78,30,"1975-12-01 2004-12-01",-23.45,4.87,30,"1975-12-01 2004-12-01",68.36,6.46,30,"1975-12-01 2004-12-01",-20.67,4.38,30,"1975-12-01 2004-12-01",1.28,0.68,30,"1975-12-01 2004-12-01",19.63,8.66,30,"1975-12-01 2004-12-01",,,,,,,,,17.8,7.24,27,"1975-12-01 2004-12-01",,,,
2005-11-01,-7.67,3.89,30,"1975-11-01 2004-11-01",88.73,5.15,30,"1975-11-01 2004-11-01",-3.53,3.7,30,"1975-11-01 2004-11-01",18.36,1.97,30,"1975-11-01 2004-11-01",-14.8,4.6,30,"1975-11-01 2004-11-01",67.85,5.51,30,"1975-11-01 2004-11-01",-12.32,4.03,30,"1975-11-01 2004-11-01",1.46,0.71,30,"1975-11-01 2004-11-01",20.53,9.83,30,"1975-11-01 2004-11-01",,,,,,,,,7.7,5.91,26,"1975-11-01 2004-11-01",,,,
2005-10-01,0.75,1.42,30,"1975-10-01 2004-10-01",89.92,4.2,30,"1975-10-01 2004-10-01",7.82,2.28,30,"1975-10-01 2004-10-01",20.72,1.9,30,"1975-10-01 2004-10-01",-4.88,1.58,30,"1975-10-01 2004-10-01",55.9,5.81,30,"1975-10-01 2004-10-01",-2.24,1.67,30,"1975-10-01 2004-10-01",1.64,0.76,30,"1975-10-01 2004-10-01",29.08,17.24,30,"1975-10-01 2004-10-01",,,,,,,,,0.9,1.08,27,"1975-10-01 2004-10-01",,,,
2005-09-01,7.16,1.56,30,"1975-09-01 2004-09-01",91.83,4.93,30,"1975-09-01 2004-09-01",15.88,2.22,30,"1975-09-01 2004-09-01",20.53,1.7,30,"1975-09-01 2004-09-01",1.33,1.6,30,"1975-09-01 2004-09-01",49.68,6.8,30,"1975-09-01 2004-09-01",3.71,1.16,30,"1975-09-01 2004-09-01",1.51,0.74,30,"1975-09-01 2004-09-01",44.94,30.33,30,"1975-09-01 2004-09-01",,,,,,,,,0,0.11,28,"1975-09-01 2004-09-01",,,,
